name,r,g,b,canvas_x,canvas_y,font_size,link
marching band,95,119,184,583,9102,100,engenremap-marchingband.html
dutch contemporary classical,44,150,158,378,10170,100,engenremap-dutchcontemporaryclassical.html
lithuanian indie,139,140,71,561,6078,100,engenremap-lithuanianindie.html
colombian indie,153,140,51,658,4068,101,engenremap-colombianindie.html
dance rock,179,115,37,609,3268,112,engenremap-dancerock.html
danish indie pop,133,147,62,526,6336,100,engenremap-danishindiepop.html
new jack smooth,155,141,32,887,2530,100,engenremap-newjacksmooth.html
washington indie,143,130,55,499,7578,102,engenremap-washingtonindie.html
african electronic,170,141,111,1139,1895,100,engenremap-africanelectronic.html
dark progressive house,177,145,209,1225,389,100,engenremap-darkprogressivehouse.html
deep euro house,159,152,174,1336,456,104,engenremap-deepeurohouse.html
portuguese folk,111,150,43,544,7878,100,engenremap-portuguesefolk.html
native american,96,145,89,566,8283,102,engenremap-nativeamerican.html
turkish metal,202,103,63,386,3181,100,engenremap-turkishmetal.html
chilean metal,212,89,93,288,4571,100,engenremap-chileanmetal.html
neo-psychedelic,168,124,104,370,5928,106,engenremap-neopsychedelic.html
jazz rap,165,118,46,1126,3069,102,engenremap-jazzrap.html
venezuelan rock,169,127,30,766,4282,101,engenremap-venezuelanrock.html
uae indie,172,128,51,593,3602,100,engenremap-uaeindie.html
tropical house,195,132,60,891,1212,124,engenremap-tropicalhouse.html
freak folk,133,134,91,447,7254,107,engenremap-freakfolk.html
fake,145,145,87,915,2634,100,engenremap-fake.html
basel indie,167,126,55,468,4166,100,engenremap-baselindie.html
deep soft rock,119,145,46,680,5169,100,engenremap-deepsoftrock.html
samoan pop,139,139,17,872,4306,100,engenremap-samoanpop.html
austindie,166,127,54,462,4899,102,engenremap-austindie.html
manele,189,136,16,1100,2485,100,engenremap-manele.html
deep melodic euro house,161,154,198,1317,426,103,engenremap-deepmelodiceurohouse.html
hungarian contemporary classical,28,157,132,372,10237,100,engenremap-hungariancontemporaryclassical.html
uk americana,125,145,12,519,7803,103,engenremap-ukamericana.html
chamame,130,142,15,1000,7494,101,engenremap-chamame.html
croatian metal,217,92,56,275,3026,100,engenremap-croatianmetal.html
brazilian hardcore,233,74,32,298,4449,101,engenremap-brazilianhardcore.html
swahili gospel,166,135,4,756,4527,100,engenremap-swahiligospel.html
alternative emo,200,105,21,309,3675,104,engenremap-alternativeemo.html
metallic hardcore,229,80,57,271,4713,101,engenremap-metallichardcore.html
son cubano clasico,120,139,27,1057,8391,100,engenremap-soncubanoclasico.html
deep power-pop punk,217,89,27,317,4166,100,engenremap-deeppowerpoppunk.html
psychedelic doom,190,113,103,222,5702,102,engenremap-psychedelicdoom.html
australian metal,217,78,89,184,3887,100,engenremap-australianmetal.html
colombian black metal,213,67,133,108,5618,100,engenremap-colombianblackmetal.html
rap ivoire,184,139,3,1033,3383,101,engenremap-rapivoire.html
deep norteno,179,140,5,963,5173,101,engenremap-deepnorteno.html
italogaze,164,126,144,167,3699,100,engenremap-italogaze.html
german metal,216,90,38,256,2850,104,engenremap-germanmetal.html
anime rock,212,108,17,390,1795,103,engenremap-animerock.html
portuguese post-rock,138,142,185,239,5788,100,engenremap-portuguesepostrock.html
cumbia santafesina,182,135,5,882,5235,101,engenremap-cumbiasantafesina.html
guatemalan metal,207,92,61,235,4059,100,engenremap-guatemalanmetal.html
skinhead oi,223,73,23,311,5120,100,engenremap-skinheadoi.html
irish metal,207,85,82,167,4109,100,engenremap-irishmetal.html
autonomous black metal,182,80,170,66,5432,100,engenremap-autonomousblackmetal.html
canto popular uruguayo,105,152,16,947,8519,100,engenremap-cantopopularuruguayo.html
ambient dub techno,150,143,205,1057,1339,100,engenremap-ambientdubtechno.html
dark black metal,219,41,147,17,5556,100,engenremap-darkblackmetal.html
french rock,132,136,15,823,6485,104,engenremap-frenchrock.html
pop edm,203,128,63,782,1240,111,engenremap-popedm.html
portuguese early music,47,161,91,288,10453,100,engenremap-portugueseearlymusic.html
compositional ambient,49,161,185,336,9474,106,engenremap-compositionalambient.html
basque indie,168,134,31,568,3379,100,engenremap-basqueindie.html
finnish indie,161,130,42,533,4912,101,engenremap-finnishindie.html
deep freestyle,178,128,60,959,1327,100,engenremap-deepfreestyle.html
indonesian pop,157,139,20,609,3813,107,engenremap-indonesianpop.html
trikiti,154,143,64,1025,5653,100,engenremap-trikiti.html
leeds indie,177,119,43,416,4663,100,engenremap-leedsindie.html
russian alternative,200,109,38,458,2450,100,engenremap-russianalternative.html
madchester,198,106,51,404,2937,105,engenremap-madchester.html
dark wave,183,118,87,468,1710,101,engenremap-darkwave.html
smooth jazz,133,143,115,919,4973,103,engenremap-smoothjazz.html
deep progressive house,176,149,205,1200,340,100,engenremap-deepprogressivehouse.html
easy listening,78,146,52,530,9246,105,engenremap-easylistening.html
lo star,161,130,41,573,4776,100,engenremap-lostar.html
norwegian hip hop,171,129,20,891,3859,102,engenremap-norwegianhiphop.html
kingston on indie,168,124,37,506,5532,101,engenremap-kingstononindie.html
canadian children's music,105,143,6,1042,6454,101,engenremap-canadianchildrensmusic.html
latvian folk,96,155,30,599,7951,100,engenremap-latvianfolk.html
concert band,69,140,188,402,9958,100,engenremap-concertband.html
electronic trap,207,125,68,851,1439,108,engenremap-electronictrap.html
limerick indie,160,128,32,451,4375,100,engenremap-limerickindie.html
new age,76,163,164,388,7691,104,engenremap-newage.html
classical oboe,39,163,163,350,10046,100,engenremap-classicaloboe.html
waiata maori,116,145,17,756,6086,100,engenremap-waiatamaori.html
portuguese pop,153,142,17,895,4023,102,engenremap-portuguesepop.html
tribal house,205,123,138,1210,401,101,engenremap-tribalhouse.html
edm,204,126,76,785,1147,125,engenremap-edm.html
modern downshift,199,114,22,398,2420,100,engenremap-moderndownshift.html
new hampshire indie,165,127,45,488,5420,100,engenremap-newhampshireindie.html
latvian indie,147,140,47,596,4031,100,engenremap-latvianindie.html
muziek voor kinderen,120,142,24,1046,5149,101,engenremap-muziekvoorkinderen.html
disco polo,194,129,16,911,1252,101,engenremap-discopolo.html
deep latin jazz,136,143,143,905,6218,100,engenremap-deeplatinjazz.html
ska revival,161,130,47,1054,5035,101,engenremap-skarevival.html
fussball,202,99,44,506,3094,100,engenremap-fussball.html
harpsichord,59,158,114,374,9698,100,engenremap-harpsichord.html
ballet class,59,166,191,859,8876,101,engenremap-balletclass.html
italian electronica,151,146,163,853,2037,100,engenremap-italianelectronica.html
christmas,87,141,43,742,8990,101,engenremap-christmas.html
russian contemporary classical,33,154,140,323,10575,100,engenremap-russiancontemporaryclassical.html
american 21st century classical,42,159,125,315,10144,100,engenremap-american21stcenturyclassical.html
free improvisation,76,139,115,673,9047,100,engenremap-freeimprovisation.html
barnemusikk,98,144,7,1054,6439,101,engenremap-barnemusikk.html
lds,69,155,78,426,8733,101,engenremap-lds.html
steampunk,151,128,45,578,5145,101,engenremap-steampunk.html
ok indie,156,129,43,488,5862,101,engenremap-okindie.html
estonian indie,145,139,84,439,5519,100,engenremap-estonianindie.html
a cappella,109,147,9,573,8013,102,engenremap-acappella.html
vapor soul,150,146,55,768,3032,109,engenremap-vaporsoul.html
twee indie pop,160,134,56,559,4265,100,engenremap-tweeindiepop.html
czech indie,149,136,61,515,4638,100,engenremap-czechindie.html
romanian hip hop,171,134,31,1037,3358,101,engenremap-romanianhiphop.html
bedroom pop,125,147,62,632,5630,105,engenremap-bedroompop.html
panamanian rock,200,116,20,554,2721,100,engenremap-panamanianrock.html
gothic rock,183,106,64,388,3343,101,engenremap-gothicrock.html
latin funk,176,124,40,959,3181,101,engenremap-latinfunk.html
cancoes infantis,149,148,3,1061,3322,100,engenremap-cancoesinfantis.html
broadway,79,145,32,601,9089,104,engenremap-broadway.html
norwegian jazz,67,155,125,599,8657,101,engenremap-norwegianjazz.html
comedy,156,74,4,975,8853,102,engenremap-comedy.html
neo-pagan,106,149,41,578,7641,100,engenremap-neopagan.html
dutch pop,150,139,11,742,4358,109,engenremap-dutchpop.html
guadalajara indie,171,130,50,586,3041,101,engenremap-guadalajaraindie.html
ska mexicano,201,111,27,771,4269,103,engenremap-skamexicano.html
hip house,200,120,61,1078,750,104,engenremap-hiphouse.html
metropopolis,168,135,43,510,2636,109,engenremap-metropopolis.html
noise rock,184,96,100,332,5556,103,engenremap-noiserock.html
arab alternative,133,147,40,778,4825,100,engenremap-arabalternative.html
baroque,43,163,114,378,10021,103,engenremap-baroque.html
athens indie,158,132,57,497,5544,101,engenremap-athensindie.html
dark techno,196,135,209,1242,171,101,engenremap-darktechno.html
classic french pop,167,130,12,771,3736,100,engenremap-classicfrenchpop.html
avant-garde,42,147,123,390,10083,101,engenremap-avantgarde.html
puerto rican indie,174,124,51,596,4399,100,engenremap-puertoricanindie.html
classic rock,154,118,29,711,6583,118,engenremap-classicrock.html
barnalog,112,136,7,1025,6924,100,engenremap-barnalog.html
spanish folk,120,146,38,609,7690,100,engenremap-spanishfolk.html
er ge,105,142,13,1069,5161,100,engenremap-erge.html
latin rock,176,124,27,588,3688,112,engenremap-latinrock.html
bergen indie,162,132,45,537,3939,101,engenremap-bergenindie.html
brazilian rock,189,115,16,581,3913,107,engenremap-brazilianrock.html
coverchill,92,165,127,887,6584,103,engenremap-coverchill.html
steelpan,134,139,158,907,5740,100,engenremap-steelpan.html
australian reggae fusion,157,138,30,842,4740,103,engenremap-australianreggaefusion.html
sacramento indie,182,115,46,390,5010,102,engenremap-sacramentoindie.html
deep pop emo,204,105,23,342,2727,100,engenremap-deeppopemo.html
funky tech house,212,122,154,1287,264,102,engenremap-funkytechhouse.html
musique concrete,75,111,116,392,9175,100,engenremap-musiqueconcrete.html
sertanejo pop,185,133,1,812,4485,108,engenremap-sertanejopop.html
riddim,186,132,5,1104,4839,101,engenremap-riddim.html
australian shoegaze,171,125,151,133,4413,100,engenremap-australianshoegaze.html
cuarteto,202,128,3,864,3119,102,engenremap-cuarteto.html
german oi,223,89,12,370,3874,101,engenremap-germanoi.html
welsh metal,219,92,51,239,3514,101,engenremap-welshmetal.html
melodic hard rock,205,108,11,301,2433,101,engenremap-melodichardrock.html
murga,180,95,1,899,7458,100,engenremap-murga.html
tipico,172,134,6,969,6621,100,engenremap-tipico.html
screamo,219,92,22,252,2962,109,engenremap-screamo.html
canadian metal,218,82,62,235,3937,103,engenremap-canadianmetal.html
canadian contemporary country,172,134,2,521,3081,102,engenremap-canadiancontemporarycountry.html
dancehall,180,135,3,1115,4375,105,engenremap-dancehall.html
estonian electronic,164,141,173,1000,1425,100,engenremap-estonianelectronic.html
deep active rock,218,103,16,243,1638,100,engenremap-deepactiverock.html
german post-hardcore,226,91,16,198,1767,101,engenremap-germanposthardcore.html
traditional english folk,71,161,20,798,8803,100,engenremap-traditionalenglishfolk.html
blues-rock,150,119,35,734,6872,110,engenremap-bluesrock.html
guitar case,150,141,24,571,4001,100,engenremap-guitarcase.html
ecuadorian alternative rock,183,120,42,554,3838,100,engenremap-ecuadorianalternativerock.html
goa trance,219,123,184,847,548,100,engenremap-goatrance.html
canterbury scene,139,127,89,471,7827,101,engenremap-canterburyscene.html
german pop,168,130,12,744,3354,109,engenremap-germanpop.html
rva indie,146,136,49,556,6041,100,engenremap-rvaindie.html
rock en espanol,174,125,15,662,4130,114,engenremap-rockenespanol.html
hard bass,230,103,120,1102,670,101,engenremap-hardbass.html
indiana indie,160,130,53,501,6312,100,engenremap-indianaindie.html
slovak rock,185,120,22,607,3330,100,engenremap-slovakrock.html
chaotic black metal,197,71,161,94,5305,100,engenremap-chaoticblackmetal.html
swedish post-punk,183,113,35,484,4013,100,engenremap-swedishpostpunk.html
neo soul,149,135,11,893,3589,111,engenremap-neosoul.html
urban contemporary,157,134,7,919,2968,116,engenremap-urbancontemporary.html
operetta,55,145,80,524,10428,100,engenremap-operetta.html
classical clarinet,71,156,124,695,9374,100,engenremap-classicalclarinet.html
jig and reel,107,161,118,716,8669,100,engenremap-jigandreel.html
wind quintet,29,174,207,435,10911,100,engenremap-windquintet.html
norwegian indie,140,138,29,519,6922,103,engenremap-norwegianindie.html
recorder,36,168,111,441,9830,100,engenremap-recorder.html
korean metal,201,97,59,342,4084,100,engenremap-koreanmetal.html
caracas indie,176,130,40,573,3118,100,engenremap-caracasindie.html
spanish electropop,194,121,43,931,1113,100,engenremap-spanishelectropop.html
art rock,151,123,50,512,6908,112,engenremap-artrock.html
arab trap,185,143,98,771,1509,100,engenremap-arabtrap.html
native american hip hop,169,129,18,1039,3157,100,engenremap-nativeamericanhiphop.html
latin classical,65,154,118,775,10158,101,engenremap-latinclassical.html
song poem,105,128,33,847,7659,100,engenremap-songpoem.html
liedermacher,131,130,12,853,6571,102,engenremap-liedermacher.html
pet calming,31,162,206,232,9901,101,engenremap-petcalming.html
australian indie,167,132,29,549,3951,106,engenremap-australianindie.html
strut,187,126,34,983,1314,102,engenremap-strut.html
indie napoletano,136,139,43,787,5367,100,engenremap-indienapoletano.html
hungarian pop,170,125,15,734,3813,101,engenremap-hungarianpop.html
latin,171,136,5,935,3884,125,engenremap-latin.html
denton tx indie,163,123,59,382,6076,101,engenremap-dentontxindie.html
italo house,195,123,98,1095,824,100,engenremap-italohouse.html
bornesange,125,141,12,1096,4815,100,engenremap-bornesange.html
popgaze,176,114,118,298,5355,101,engenremap-popgaze.html
folclore portugues,133,142,18,796,6147,100,engenremap-folcloreportugues.html
chicano rap,169,128,8,1129,2123,103,engenremap-chicanorap.html
dark ambient,107,124,189,247,6709,100,engenremap-darkambient.html
melodipop,156,135,16,832,3872,101,engenremap-melodipop.html
medieval,31,170,62,315,10465,100,engenremap-medieval.html
vintage chanson,74,150,6,853,10115,100,engenremap-vintagechanson.html
trance,208,124,126,639,933,106,engenremap-trance.html
portsmouth indie,177,123,35,497,4363,100,engenremap-portsmouthindie.html
kindermusik,123,139,20,1054,5641,102,engenremap-kindermusik.html
catstep,202,129,78,642,1496,104,engenremap-catstep.html
filthstep,211,123,86,744,1553,102,engenremap-filthstep.html
turin indie,172,129,50,544,3750,101,engenremap-turinindie.html
hungarian punk,216,92,23,488,2764,100,engenremap-hungarianpunk.html
alternative americana,124,145,32,561,7058,101,engenremap-alternativeamericana.html
crack rock steady,222,85,34,420,4614,100,engenremap-crackrocksteady.html
uk alternative pop,153,139,29,703,3489,104,engenremap-ukalternativepop.html
deep funk,174,119,59,947,4752,100,engenremap-deepfunk.html
japanese r&b,178,131,27,782,2814,103,engenremap-japaneserb.html
hip hop tuga,164,130,23,1000,4263,102,engenremap-hiphoptuga.html
hip pop,165,132,6,1000,2627,112,engenremap-hippop.html
baroque violin,34,166,60,443,9985,100,engenremap-baroqueviolin.html
israeli classical,32,162,115,356,10550,100,engenremap-israeliclassical.html
vintage schlager,91,144,10,737,9388,101,engenremap-vintageschlager.html
progressive trance,208,123,126,629,949,105,engenremap-progressivetrance.html
instrumental rock,175,112,131,408,6809,102,engenremap-instrumentalrock.html
christian pop,164,136,15,481,3218,105,engenremap-christianpop.html
milan indie,165,132,29,635,3889,102,engenremap-milanindie.html
new orleans indie,138,134,64,464,7616,100,engenremap-neworleansindie.html
argentine rock,165,128,20,639,5246,108,engenremap-argentinerock.html
portuguese jazz,79,155,138,732,8535,100,engenremap-portuguesejazz.html
swiss hip hop,176,127,15,979,3847,101,engenremap-swisshiphop.html
futurepop,206,116,91,673,791,101,engenremap-futurepop.html
italian progressive rock,137,135,72,416,7741,100,engenremap-italianprogressiverock.html
dunedin indie,149,129,80,435,7057,101,engenremap-dunedinindie.html
seattle indie,161,128,55,447,5371,102,engenremap-seattleindie.html
tucson indie,133,136,73,524,7430,100,engenremap-tucsonindie.html
spanish noise pop,172,127,61,420,3911,101,engenremap-spanishnoisepop.html
bulgarian hip hop,180,132,33,1057,1617,100,engenremap-bulgarianhiphop.html
pop nacional,175,133,16,853,3029,107,engenremap-popnacional.html
british soul,154,136,14,853,3309,107,engenremap-britishsoul.html
classic dutch pop,151,136,30,716,4436,100,engenremap-classicdutchpop.html
indie deutschrap,158,130,39,1063,4908,102,engenremap-indiedeutschrap.html
trio batak,163,142,6,535,3144,100,engenremap-triobatak.html
house argentino,182,142,206,1402,171,100,engenremap-houseargentino.html
chinderlieder,107,144,10,1089,6722,100,engenremap-chinderlieder.html
swedish prog,131,138,54,542,8123,100,engenremap-swedishprog.html
pirate,209,92,26,392,3949,101,engenremap-pirate.html
andean,126,139,50,899,7010,102,engenremap-andean.html
rome indie,152,138,49,578,4651,103,engenremap-romeindie.html
funk rock,188,98,56,477,6051,103,engenremap-funkrock.html
baltimore indie,156,131,77,435,6251,102,engenremap-baltimoreindie.html
